"mon_feature_id","date_time","sample_begin_depth","institution_abbr","preservative_abbr","Ca_Diss_Water","Ca_Diss_Water_dl","Cl_Diss_Water","Cl_Diss_Water_dl","DMS_Tot_Water","DMS_Tot_Water_dl","EC_Phys_Water","EC_Phys_Water_dl","F_Diss_Water","F_Diss_Water_dl","K_Diss_Water","K_Diss_Water_dl","KJEL_N_Tot_Water","KJEL_N_Tot_Water_dl","Mg_Diss_Water","Mg_Diss_Water_dl","Na_Diss_Water","Na_Diss_Water_dl","NH4_N_Diss_Water","NH4_N_Diss_Water_dl","NO3_NO2_N_Diss_Water","NO3_NO2_N_Diss_Water_dl","P_Tot_Water","P_Tot_Water_dl","pH_Diss_Water","pH_Diss_Water_dl","PO4_P_Diss_Water","PO4_P_Diss_Water_dl","Si_Diss_Water","Si_Diss_Water_dl","SO4_Diss_Water","SO4_Diss_Water_dl","TAL_Diss_Water","TAL_Diss_Water_dl","Station","Qat"
90212,2010-11-08 10:22:00,0,"DWS-RQIS","HGCL2",47.631,1,63.798,0.09,440.295,#n/a,61.4,0.1,0.366,0.05,7.622,0.116,0.654,0.1,16.603,1.5,51.875,0.442,0.076,0.05,3.042,0.05,#n/a,#n/a,8.494,2,0.367,0.01,3.108,0.125,48.921,3,154.84,5,"A2H081Q01","A21J"
90212,2010-11-22 14:00:00,0,"DWS-RQIS","HGCL2",42.598,1,66.009,0.09,449.81,#n/a,63.6,1,0.199,0.05,7.53,0.116,#n/a,#n/a,18.552,1.5,56.178,0.442,1.183,0.05,1.441,0.05,0.509,0.012,8.143,2,0.425,0.01,3.131,0.125,47.876,3,165.398,5,"A2H081Q01","A21J"
90212,2010-12-06 10:32:00,0,"DWS-RQIS","HGCL2",43.706,1,68.413,0.09,485.071,#n/a,65.6,1,0.23,0.05,7.921,0.116,#n/a,#n/a,16.536,1.5,58.429,0.442,1.652,0.05,0.588,0.05,0.576,0.012,8.159,2,0.469,0.01,3.518,0.125,47.957,3,193.323,5,"A2H081Q01","A21J"
90212,2010-12-20 14:10:00,0,"DWS-RQIS","HGCL2",28.733,1,50.491,0.09,#n/a,#n/a,42.1,1,0.239,0.05,6.383,0.116,2.764,0.1,12.186,1.5,#n/a,#n/a,1.244,0.05,1.407,0.05,0.324,0.012,7.808,2,0.172,0.01,3.934,0.125,33.745,3,116.256,5,"A2H081Q01","A21J"
90212,2011-01-05 12:40:00,0,"DWS-RQIS","HGCL2",32,1,51.3,0.9,327.951,#n/a,51.2,0.1,0.262,0.05,6.19,0.116,2.59,0.09,11.3,1.5,38.2,0.338,1.46,0.05,0.882,0.01,0.372,0.006,7.988,2,0.262,0.012,4.46,0.125,35.8,0.75,120,8,"A2H081Q01","A21J"
90212,2011-01-17 13:30:00,0,"DWS-RQIS","HGCL2",32.8,1,51.1,0.9,332.502,#n/a,46.7,1,0.199,0.05,6.77,0.116,1.5,0.09,17.4,1.5,40.4,0.338,0.025,0.05,0.05,0.01,#n/a,#n/a,7.431,2,0.159,0.01,4.36,0.125,38,0.75,119,8,"A2H081Q01","A21J"
90212,2011-01-31 11:00:00,0,"DWS-RQIS","HGCL2",34.9,1,62.8,0.9,362.883,#n/a,55.3,1,0.536,0.05,6.91,0.116,0.805,0.09,13.6,1.5,47.1,0.338,0.025,0.05,2.49,0.01,0.311,0.006,7.999,2,0.283,0.012,5.14,0.125,44.9,0.75,115,8,"A2H081Q01","A21J"
90212,2011-02-14 13:15:00,0,"DWS-RQIS","HGCL2",37.642,1,65.649,0.09,389.055,#n/a,54.3,1,0.307,0.05,6.345,0.116,2.265,0.1,28.292,1.5,46.968,0.442,1.508,0.05,0.166,0.05,0.262,0.012,8.119,2,0.158,0.01,5.793,0.125,43.459,3,128.957,5,"A2H081Q01","A21J"
90212,2011-02-28 11:00:00,0,"DWS-RQIS","HGCL2",40.712,1,63.997,0.09,374.933,#n/a,#n/a,#n/a,0.288,0.05,5.919,0.116,0.399,0.1,15.193,1.5,47.438,1.92,0.025,0.05,0.537,0.05,0.258,0.012,7.922,2,0.176,0.01,6.146,0.125,48.028,3,123.361,5,"A2H081Q01","A21J"
90212,2011-03-14 13:40:00,0,"DWS-RQIS","HGCL2",41.393,1,63.163,0.09,370.381,#n/a,55.9,1,0.403,0.05,6.358,0.116,0.455,0.1,15.535,1.5,48.609,0.442,0.025,0.05,3.285,0.05,#n/a,#n/a,7.865,2,0.361,0.01,6.694,0.125,47.386,3,108.142,5,"A2H081Q01","A21J"
90212,2011-03-28 10:40:00,0,"DWS-RQIS","HGCL2",32.189,1,64.539,0.09,343.855,#n/a,51,1,0.266,0.05,5.794,0.116,6.157,0.1,26.185,1.5,45.085,0.442,0.676,0.05,1.847,0.05,0.177,0.012,7.821,2,0.08,0.01,5.817,0.125,45.1,3,94.652,5,"A2H081Q01","A21J"
90212,2011-04-11 13:55:00,0,"DWS-RQIS","HGCL2",40.526,1,100.045,0.09,416.076,#n/a,67.4,1,0.227,0.05,6.333,0.116,0.835,0.1,13.603,1.5,61.009,0.442,0.025,0.05,2.435,0.05,0.16,0.012,8.202,2,0.124,0.01,6.619,0.125,52.213,3,107.384,5,"A2H081Q01","A21J"
90212,2011-04-25 09:50:00,0,"DWS-RQIS","HGCL2",39.323,1,72.196,0.09,379.347,#n/a,54.7,1,0.266,0.05,6.151,0.116,0.831,0.1,17.048,1.5,54.967,0.442,0.025,0.05,3.471,0.05,0.14,0.012,7.822,2,0.137,0.01,7.146,0.125,56.95,3,95.655,5,"A2H081Q01","A21J"
90212,2011-05-09 13:45:00,0,"DWS-RQIS","HGCL2",45.319,1,103.692,0.09,470.722,#n/a,70.7,1,0.241,0.05,6.617,0.116,0.662,0.1,23.006,1.5,65.443,0.442,0.025,0.05,3.991,0.05,#n/a,#n/a,7.577,2,0.195,0.01,7.111,0.125,55.692,3,125.006,5,"A2H081Q01","A21J"
90212,2011-05-23 12:30:00,0,"DWS-RQIS","HGCL2",38.817,1,68.471,0.9,430.91,#n/a,61.6,1,0.558,0.05,6.475,2,0.866,0.1,28.351,1.5,54.731,3,0.025,0.05,2.333,0.05,0.033,0.012,7.446,2,0.005,0.01,4.801,0.125,58.18,3,135.289,5,"A2H081Q01","A21J"
90212,2011-06-06 14:05:00,0,"DWS-RQIS","HGCL2",44.369,1,72.169,0.09,428.339,#n/a,66.6,1,0.294,0.05,6.78,0.116,0.797,0.1,17.171,1.5,60.181,0.442,0.025,0.05,3.974,0.05,0.214,0.012,8.388,2,0.13,0.01,4.297,0.125,60.632,3,121.976,5,"A2H081Q01","A21J"
90212,2011-06-20 13:35:00,0,"DWS-RQIS","HGCL2",40.721,1,66.954,0.09,400.798,#n/a,61.4,1,0.123,0.05,6.252,0.116,0.733,0.1,15.923,1.5,51.499,0.442,0.181,0.05,3.022,0.05,0.075,0.012,7.657,2,0.044,0.01,3.34,0.125,56.207,3,122.512,5,"A2H081Q01","A21J"
90212,2011-07-04 15:30:00,0,"DWS-RQIS","HGCL2",45.623,1,64.763,0.09,456.149,#n/a,65.8,1,0.247,0.05,7.316,0.116,0.426,0.1,18.694,1.5,55.062,0.442,0.025,0.05,8.762,0.05,0.138,0.012,8.045,2,0.108,0.01,4.454,0.125,74.478,3,123.694,5,"A2H081Q01","A21J"
90212,2011-07-18 13:10:00,0,"DWS-RQIS","HGCL2",41.509,1,74.172,0.9,446.603,#n/a,62.7,1,0.206,0.05,6.636,2,0.361,0.1,19.005,1.5,52.153,4,0.025,0.05,3.374,0.05,0.177,0.012,7.792,2,0.043,0.01,3.741,0.125,60.893,3,145.112,5,"A2H081Q01","A21J"
90212,2011-08-01 12:00:00,0,"DWS-RQIS","HGCL2",40.993,1,67.648,0.09,415.995,#n/a,61.1,1,0.225,0.05,6.593,0.116,2.065,0.1,17.563,1.5,50.864,0.442,0.025,0.05,3.368,0.05,0.088,0.012,7.856,2,0.045,0.01,3.195,0.125,57.641,3,130.726,5,"A2H081Q01","A21J"
90212,2011-08-15 12:25:00,0,"DWS-RQIS","HGCL2",39.446,1,64.213,0.9,425.429,#n/a,62.7,1,0.267,0.05,7.424,2,0.921,0.1,18.131,1.5,53.819,4,0.025,0.05,1.694,0.05,#n/a,#n/a,7.69,2,0.069,0.01,3.175,0.125,60.309,3,142.773,5,"A2H081Q01","A21J"
90212,2011-08-29 13:15:00,0,"DWS-RQIS","HGCL2",40.359,1,61.752,0.9,#n/a,#n/a,65.9,1,0.344,0.05,7.175,2,0.7,0.1,26.95,1.5,51.945,4,0.025,0.05,4.855,0.05,#n/a,#n/a,8.38,2,0.144,0.01,3.482,0.125,#n/a,#n/a,136.238,5,"A2H081Q01","A21J"
90212,2011-09-12 12:45:00,0,"DWS-RQIS","HGCL2",41.203,1,61.027,0.9,#n/a,#n/a,61.4,1,0.272,0.05,7.219,2,0.85,0.1,18.242,1.5,49.773,3,0.025,0.05,3.345,0.05,#n/a,#n/a,7.77,2,0.104,0.01,3.476,0.125,#n/a,#n/a,130.807,5,"A2H081Q01","A21J"
90212,2011-09-26 13:25:00,0,"DWS-RQIS","HGCL2",44.623,1,61.844,0.9,#n/a,#n/a,63.2,1,0.463,0.05,7.409,2,0.555,0.1,25.098,1.5,48.286,3,0.025,0.05,3.58,0.05,0.154,0.012,7.827,2,0.133,0.01,3.723,0.125,#n/a,#n/a,144.272,5,"A2H081Q01","A21J"
90212,2011-10-10 10:28:00,0,"DWS-RQIS","HGCL2",41.416,1,60.13,0.9,409.262,#n/a,62.6,1,0.025,0.05,5.241,2,1.026,0.1,17.545,1.5,44.85,3,0.025,0.05,3.075,0.05,0.088,0.012,7.703,2,0.035,0.01,4.016,0.125,58.193,3,137.879,5,"A2H081Q01","A21J"
90212,2011-10-24 13:15:00,0,"DWS-RQIS","HGCL2",42.097,1,69.267,0.9,#n/a,#n/a,63,1,0.221,0.05,8.132,2,0.635,0.1,22.701,1.5,#n/a,#n/a,0.025,0.05,3.371,0.05,0.147,0.012,7.821,2,0.13,0.01,4.068,0.125,63.173,3,#n/a,#n/a,"A2H081Q01","A21J"
90212,2011-11-07 10:55:00,0,"DWS-RQIS","HGCL2",47.1,1,57.64,0.9,401.345,#n/a,62.7,1,0.236,0.05,6.758,2,0.871,0.1,17.221,1.5,47.456,3,0.025,0.05,0.051,0.05,0.12,0.012,7.662,2,0.052,0.01,4.212,0.125,55.868,3,138.321,5,"A2H081Q01","A21J"
90212,2011-11-21 13:00:00,0,"DWS-RQIS","HGCL2",45.415,1,59.724,0.9,416.259,#n/a,62.4,1,0.266,0.05,7.545,2,0.884,0.1,19.28,1.5,44.777,3,0.025,0.05,3.205,0.05,0.299,0.012,8.114,2,0.255,0.01,3.992,0.125,56.872,3,137.279,5,"A2H081Q01","A21J"
90212,2011-12-05 10:00:00,0,"DWS-RQIS","HGCL2",43.169,1,59.511,0.9,410.732,#n/a,62.2,1,0.333,0.05,4.782,2,1.444,0.1,17.385,1.5,44.135,3,0.025,0.05,0.116,0.05,0.196,0.012,7.314,2,0.189,0.01,4.251,0.125,53.941,3,152.84,5,"A2H081Q01","A21J"
90212,2011-12-19 13:30:00,0,"DWS-RQIS","HGCL2",42.73,1,57.823,0.9,416.841,#n/a,60.7,1,0.263,0.05,7.797,2,0.675,0.1,18.324,1.5,46.05,3,0.025,0.05,0.18,0.05,#n/a,#n/a,7.466,2,0.234,0.01,4.056,0.125,48.812,3,158.7,5,"A2H081Q01","A21J"
90212,2012-01-03 13:44:00,0,"DWS-RQIS","HGCL2",41.161,1,56.083,0.9,426.787,#n/a,58.9,1,0.025,0.05,7.722,2,0.428,0.1,27.484,1.5,49.762,4,0.025,0.05,2.965,0.05,0.412,0.012,7.61,2,0.379,0.01,4.493,0.125,51.995,3,146.184,5,"A2H081Q01","A21J"
90212,2012-01-18 15:05:00,0,"DWS-RQIS","HGCL2",46.211,1,56.823,0.9,450.997,#n/a,59.7,1,0.149,0.05,7.435,2,0.498,0.1,28.873,1.5,49.863,4,0.025,0.05,2.897,0.05,0.455,0.012,7.686,2,0.378,0.01,4.752,0.125,49.208,3,162.738,5,"A2H081Q01","A21J"
90212,2012-01-31 10:31:00,0,"DWS-RQIS","HGCL2",37.506,1,55.544,0.9,393.507,#n/a,55.3,1,0.072,0.05,7.541,2,1.087,0.1,15.961,1.5,46.379,4,0.025,0.05,0.4,0.05,0.341,0.012,7.77,2,0.256,0.01,4.89,0.125,47.147,3,148.262,5,"A2H081Q01","A21J"
90212,2012-02-13 13:55:00,0,"DWS-RQIS","HGCL2",37.999,1,56.657,0.9,400.265,#n/a,56.5,1,0.085,0.05,7.554,2,3.394,0.1,16.516,1.5,46.432,4,0.025,0.05,1.637,0.05,0.408,0.012,7.823,2,0.338,0.01,5.291,0.125,47.736,3,146.787,5,"A2H081Q01","A21J"
90212,2012-02-27 10:55:00,0,"DWS-RQIS","HGCL2",35.741,1,53.936,0.9,391.047,#n/a,57.8,1,0.342,0.05,8.013,2,2.335,0.1,16.588,1.5,44.608,4,0.051,0.05,0.992,0.05,0.329,0.012,7.804,2,0.267,0.01,5.988,0.125,43.615,3,150.033,5,"A2H081Q01","A21J"
90212,2012-03-12 13:55:00,0,"DWS-RQIS","HGCL2",37.116,1,51.047,1,376.62,#n/a,58.9,1,0.215,0.05,6.659,2,0.549,0.1,15.398,1.5,43.983,4,0.025,0.05,1.685,0.05,#n/a,#n/a,8.069,2,0.357,0.01,5.99,0.125,42.509,3,140.337,5,"A2H081Q01","A21J"
90212,2012-03-27 14:00:00,0,"DWS-RQIS","HGCL2",35.203,1,48.881,1,374.801,#n/a,62.4,1,0.327,0.05,7.018,2,0.599,0.1,17.482,1.5,45.654,4,0.025,0.05,0.025,0.05,0.183,0.012,8.446,2,0.153,0.01,5.965,0.125,44.315,3,143.784,5,"A2H081Q01","A21J"
90212,2012-04-09 14:55:00,0,"DWS-RQIS","HGCL2",34.773,1,45.064,1,360.955,#n/a,53.3,1,0.273,0.05,7.981,2,0.691,0.1,14.575,1.5,44.094,4,0.025,0.05,0.025,0.05,0.163,0.012,7.802,2,0.109,0.01,5.62,0.125,41.906,3,140.915,5,"A2H081Q01","A21J"
90212,2012-04-23 12:42:00,0,"DWS-RQIS","HGCL2",28.243,1,49.363,1,325.934,#n/a,52.9,1,0.142,0.05,7.72,2,2.166,0.1,12.717,1.5,43.961,4,0.025,0.05,1.644,0.05,0.295,0.012,8.512,2,0.175,0.01,5.84,0.125,45.443,3,107.031,5,"A2H081Q01","A21J"
90212,2012-05-07 13:10:00,0,"DWS-RQIS","HGCL2",34.264,1,49.001,1,373.309,#n/a,51.7,1,0.148,0.05,7.937,2,1.714,0.1,14.534,1.5,43.028,4,0.876,0.05,2.232,0.05,0.298,0.012,8.37,2,0.237,0.01,6.101,0.125,47.439,3,135.511,5,"A2H081Q01","A21J"
90212,2012-05-21 10:55:00,0,"DWS-RQIS","HGCL2",36.234,1,50.819,1,374.519,#n/a,53.1,1,0.307,0.05,7.32,2,2.094,0.1,14.931,1.5,45.274,3,0.258,0.05,2.086,0.05,0.335,0.012,8.438,2,0.241,0.01,4.065,0.125,47.504,3,132.724,5,"A2H081Q01","A21J"
90212,2012-06-04 13:20:00,0,"DWS-RQIS","HGCL2",32.47,1,50.97,1,364.674,#n/a,63.8,1,0.289,0.05,6.723,2,1.361,0.1,15.726,1.5,39.455,4,0.327,0.05,2.422,0.05,#n/a,#n/a,8.549,2,0.301,0.01,2.072,0.125,49.419,3,129.223,5,"A2H081Q01","A21J"
90212,2012-06-18 11:23:00,0,"DWS-RQIS","HGCL2",32.333,1,49.356,1,351.368,#n/a,54,1,0.188,0.05,7.711,2,1.984,0.1,13.666,1.5,45.7,4,0.24,0.05,2.137,0.05,0.278,0.012,8.779,2,0.161,0.01,0.775,0.125,45.956,3,119.905,5,"A2H081Q01","A21J"
90212,2012-07-02 12:40:00,0,"DWS-RQIS","HGCL2",32.281,1,46.722,1,#n/a,#n/a,53.6,1,0.418,0.05,7.769,2,1.349,0.1,18.342,1.5,46.252,4,0.358,0.05,2.035,0.05,0.154,0.012,8.473,2,0.128,0.01,1.093,0.125,47.862,3,#n/a,#n/a,"A2H081Q01","A21J"
90212,2012-07-16 10:32:00,0,"DWS-RQIS","HGCL2",36.463,1,51.24,1,363.096,#n/a,53.7,1,0.235,0.05,8.319,2,0.81,0.1,14.592,1.5,45.802,4,0.087,0.05,2.525,0.05,0.197,0.012,8.435,2,0.139,0.01,1.408,0.125,50.587,3,118.221,5,"A2H081Q01","A21J"
90212,2012-07-30 13:00:00,0,"DWS-RQIS","HGCL2",35.751,1,49.761,1,361.239,#n/a,53.6,1,0.385,0.05,7.706,2,1.483,0.1,14.91,1.5,42.169,4,0.117,0.05,2.66,0.05,0.232,0.012,8.289,2,0.175,0.01,1.405,0.125,49.218,3,122.104,5,"A2H081Q01","A21J"
90212,2012-08-13 09:50:00,0,"DWS-RQIS","HGCL2",33.835,1,64.639,1,391.588,#n/a,54.6,1,0.147,0.05,7.372,2,1.203,0.1,16.089,1.5,47.332,3,0.191,0.05,3.335,0.05,0.294,0.012,8.221,2,0.224,0.01,1.69,0.125,51.937,3,126.75,5,"A2H081Q01","A21J"
90212,2012-08-27 12:30:00,0,"DWS-RQIS","HGCL2",32.434,1,52.563,1,379.58,#n/a,54.7,1,0.476,0.05,7.839,2,1.474,0.1,17.291,1.5,46.82,4,0.074,0.05,2.884,0.05,0.309,0.012,8.417,2,0.191,0.01,1.982,0.125,51.865,3,128.639,5,"A2H081Q01","A21J"
90212,2012-09-10 12:00:00,0,"DWS-RQIS","HGCL2",38.019,1,52.289,1,444.474,#n/a,55.9,1,0.092,0.05,7.548,2,1.27,0.1,28.786,1.5,42.489,4,0.159,0.05,2.759,0.05,0.304,0.012,8.496,2,0.171,0.01,2.141,0.125,51.461,3,172.931,5,"A2H081Q01","A21J"
90212,2012-09-24 11:20:00,0,"DWS-RQIS","HGCL2",37.774,1,#n/a,#n/a,#n/a,#n/a,53.3,1,0.976,0.05,7.878,2,1.572,0.1,19.608,1.5,45.847,4,0.025,0.05,2.746,0.05,0.399,0.012,8.294,2,0.121,0.01,2.203,0.125,#n/a,#n/a,161.663,5,"A2H081Q01","A21J"
90212,2012-10-08 11:00:00,0,"DWS-RQIS","HGCL2",37.725,1,46.796,1,379.822,#n/a,54.6,1,0.467,0.05,7.953,2,2.074,0.1,14.617,1.5,47.45,4,1.069,0.05,2.775,0.05,#n/a,#n/a,8.18,2,0.28,0.01,2.655,0.125,48.393,3,132.787,5,"A2H081Q01","A21J"
90212,2012-10-22 13:10:00,0,"DWS-RQIS","HGCL2",39.77,1,48.852,1,401.586,#n/a,55.7,1,0.276,0.05,8.445,2,1.955,0.1,15.1,1.5,43.088,4,0.025,0.05,0.818,0.05,0.326,0.012,8.528,2,0.024,0.01,2.726,0.125,46.162,3,160.89,5,"A2H081Q01","A21J"
90212,2012-11-05 10:55:00,0,"DWS-RQIS","HGCL2",39.205,1,47.295,1,399.485,#n/a,55,1,0.453,0.05,7.669,2,2.114,0.1,16.877,1.5,44.172,4,1.426,0.05,1.727,0.05,0.468,0.012,8.196,2,0.394,0.01,2.961,0.125,46.685,3,152.912,5,"A2H081Q01","A21J"
90212,2012-11-19 13:20:00,0,"DWS-RQIS","HGCL2",35.6,1,48.747,1,403.44,#n/a,55.3,1,0.342,0.05,7.66,2,2.193,0.1,15.564,1.5,49.026,4,1.105,0.05,2.155,0.05,0.482,0.012,8.155,2,0.302,0.01,3.435,0.125,50.241,3,151.216,5,"A2H081Q01","A21J"
90212,2012-12-03 11:13:00,0,"DWS-RQIS","HGCL2",36.357,1,52.766,1,396.583,#n/a,55.1,1,0.491,0.05,8.821,2,2.412,0.1,11.923,1.5,45.262,4,1.675,0.05,1.435,0.05,0.531,0.012,8.348,2,0.41,0.01,3.314,0.125,41.818,3,155.323,5,"A2H081Q01","A21J"
90212,2012-12-17 11:10:00,0,"DWS-RQIS","HGCL2",36.616,1,45.491,1,389.314,#n/a,54.9,1,0.416,0.05,8.483,2,2.728,0.1,15.793,1.5,42.462,4,1.897,0.05,1.03,0.05,0.677,0.012,8.287,2,0.453,0.01,3.448,0.125,45.778,3,152.456,5,"A2H081Q01","A21J"
90212,2013-01-04 07:22:00,0,"DWS-RQIS","HGCL2",33.499,1,45.373,1,378.025,#n/a,53.1,1,0.435,0.05,7.1,2,2.635,0.1,15.658,1.5,43.422,4,2.34,0.05,0.527,0.05,0.642,0.012,8.225,2,0.417,0.01,3.497,0.125,41.914,3,150.911,5,"A2H081Q01","A21J"
90212,2013-01-14 13:20:00,0,"DWS-RQIS","HGCL2",#n/a,#n/a,44.557,1,#n/a,#n/a,53.6,1,0.409,0.05,7.557,2,3.098,0.1,14.687,1.5,41.849,4,2.61,0.05,0.573,0.05,0.642,0.012,8.304,2,0.408,0.01,3.752,0.125,40.321,3,160.212,5,"A2H081Q01","A21J"
90212,2013-01-28 11:07:00,0,"DWS-RQIS","HGCL2",35.185,1,42.386,1,374.433,#n/a,51.7,1,0.467,0.05,7.46,2,2.588,0.1,15.515,1.5,40.409,4,1.786,0.05,0.399,0.05,0.57,0.012,8.157,2,0.346,0.01,3.456,0.125,42.706,3,151.878,5,"A2H081Q01","A21J"
90212,2013-02-11 12:20:00,0,"DWS-RQIS","HGCL2",37.904,1,40.324,1,369.461,#n/a,50.5,1,0.059,0.05,6.784,2,2.652,0.1,13.932,1.5,39.853,4,1.566,0.05,0.025,0.05,0.611,0.012,7.995,2,0.441,0.01,3.682,0.125,40.452,3,153.104,5,"A2H081Q01","A21J"
90212,2013-02-25 11:05:00,0,"DWS-RQIS","HGCL2",37.609,1,40.678,1,359.269,#n/a,50.6,1,0.216,0.05,7.78,2,0.899,0.1,15.271,1.5,39.213,4,0.025,0.05,3.43,0.05,0.766,0.012,7.864,2,0.658,0.01,4.247,0.125,37.648,3,134.197,5,"A2H081Q01","A21J"
90212,2013-03-11 13:20:00,0,"DWS-RQIS","HGCL2",36.393,1,40.791,1,363.627,#n/a,50.8,1,0.316,0.05,6.872,2,4.325,0.1,13.427,1.5,38.219,4,2.982,0.05,0.088,0.05,0.701,0.012,8.329,2,0.548,0.01,4.504,0.125,38.603,3,150.17,5,"A2H081Q01","A21J"
90212,2013-03-25 11:17:00,0,"DWS-RQIS","HGCL2",35.694,1,38.77,1,359.095,#n/a,50.3,1,0.262,0.05,7.603,2,3.463,0.1,16.642,1.5,41.931,4,1.91,0.05,0.904,0.05,0.609,0.012,8.401,2,0.385,0.01,4.554,0.125,40.827,3,139.203,5,"A2H081Q01","A21J"
90212,2013-04-08 13:00:00,0,"DWS-RQIS","HGCL2",34.636,1,37.88,1,341.855,#n/a,48.5,1,0.381,0.05,7.5,2,2.729,0.1,12.473,1.5,40.334,4,1.324,0.05,1.568,0.05,0.473,0.012,8.389,2,0.378,0.01,4.556,0.125,41.992,3,128.647,5,"A2H081Q01","A21J"
90212,2013-05-06 12:45:00,0,"DWS-RQIS","HGCL2",33.119,1,35.372,1,305.583,#n/a,45.6,1,0.242,0.05,6.961,2,1.839,0.1,13.439,1.5,34.622,4,0.478,0.05,2.331,0.05,0.272,0.012,8.338,2,0.17,0.01,4.49,0.125,43.833,3,103.784,5,"A2H081Q01","A21J"
90212,2013-05-20 11:08:00,0,"DWS-RQIS","HGCL2",30.789,1,39.853,1,301.349,#n/a,48.2,1,0.325,0.05,7.412,2,1.548,0.1,13.342,1.5,40.492,4,0.168,0.05,2.332,0.05,0.281,0.012,8.545,2,0.188,0.01,4.353,0.125,43.716,3,93.749,5,"A2H081Q01","A21J"
90212,2013-06-03 13:25:00,0,"DWS-RQIS","HGCL2",30.39,1,38.92,1,302.781,#n/a,48.6,1,0.431,0.05,7.285,2,1.616,0.1,13.008,1.5,40.836,4,0.164,0.05,2.559,0.05,0.282,0.012,8.714,2,0.152,0.01,4.442,0.125,44.676,3,94.508,5,"A2H081Q01","A21J"
90212,2013-06-20 08:00:00,0,"DWS-RQIS","HGCL2",31.732,1,37.984,1,324.522,#n/a,50.8,1,0.249,0.05,7.827,2,0.938,0.1,13.648,1.5,44.847,4,0.372,0.05,2.819,0.05,0.234,0.012,8.431,2,0.039,0.01,4.529,0.125,48.951,3,103.511,5,"A2H081Q01","A21J"
90212,2013-07-01 12:50:00,0,"DWS-RQIS","HGCL2",33.188,1,40.436,1,343.791,#n/a,50.9,1,0.221,0.1,5.829,2,1.33,0.1,13.159,1.5,42.476,3,0.336,0.05,2.95,0.05,0.228,0.012,8.232,2,0.132,0.01,4.38,0.125,45.889,3,121.957,5,"A2H081Q01","A21J"
90212,2013-07-15 10:40:00,0,"DWS-RQIS","HGCL2",34.635,1,42.281,1,356.731,#n/a,51.1,1,0.206,0.1,7.556,2,1.417,0.1,14.196,1.5,41.548,3,0.461,0.05,3.082,0.05,0.265,0.012,8.637,2,0.159,0.01,3.338,0.125,48.158,3,125.836,5,"A2H081Q01","A21J"
90212,2013-07-29 13:05:00,0,"DWS-RQIS","HGCL2",32.5,1,43.97,1,361.081,#n/a,48.373,1,0.188,0.1,8.268,2,1.799,0.1,15.418,1.5,42.222,3,0.391,0.05,3.155,0.05,0.249,0.012,7.832,2,0.151,0.01,1.748,0.125,49.92,3,126.029,5,"A2H081Q01","A21J"
90212,2013-08-12 10:40:00,0,"DWS-RQIS","HGCL2",36.079,1,52.902,1,407.762,#n/a,50.372,1,0.231,0.1,8.623,2,1.571,0.1,16.186,1.5,47.177,3,0.444,0.05,3.185,0.05,0.237,0.012,7.843,2,0.16,0.01,1.814,0.125,49.645,3,149.072,5,"A2H081Q01","A21J"
90212,2013-08-26 12:55:00,0,"DWS-RQIS","HGCL2",34.584,1,44.15,1,384.956,#n/a,53.6,1,0.426,0.05,8.834,2,1.652,0.1,17.584,1.5,43.456,4,0.586,0.05,3.273,0.05,0.244,0.012,8.399,2,0.161,0.01,2.138,0.125,53.948,3,136.343,5,"A2H081Q01","A21J"
90212,2013-09-09 10:30:00,0,"DWS-RQIS","HGCL2",34.441,1,44.992,1,385.874,#n/a,54.4,1,0.434,0.05,8.246,2,1.819,0.1,16.668,1.5,49.029,4,0.716,0.05,3.262,0.05,0.256,0.012,8.38,2,0.186,0.01,2.198,0.125,52.664,3,134.071,5,"A2H081Q01","A21J"
90212,2013-09-23 12:45:00,0,"DWS-RQIS","HGCL2",35.223,1,45.043,1,382.65,#n/a,48.21,1,0.245,0.05,8.459,2,1.461,0.1,15.581,1.5,43.388,4,0.025,0.05,3.678,0.05,0.264,0.012,7.679,2,0.167,0.01,2.337,0.125,53.623,3,134.723,5,"A2H081Q01","A21J"
90212,2013-10-07 10:50:00,0,"DWS-RQIS","HGCL2",37.285,1,45.121,1,383.034,#n/a,51.558,1,0.333,0.05,8.085,2,1.878,0.1,16.131,1.5,46.213,4,0.415,0.05,3.38,0.05,0.302,0.012,7.815,2,0.221,0.01,2.369,0.125,51.18,3,133.287,5,"A2H081Q01","A21J"
90212,2013-10-21 13:05:00,0,"DWS-RQIS","HGCL2",36.079,1,44.963,1,396,#n/a,56.6,1,0.296,0.05,8.333,2,1.252,0.1,16.37,1.5,46.851,4,0.389,0.05,3.346,0.05,0.328,0.012,8.559,2,0.246,0.01,2.527,0.125,54.568,3,141.457,5,"A2H081Q01","A21J"
90212,2013-11-04 11:20:00,0,"DWS-RQIS","HGCL2",38.144,1,45.215,1,386.802,#n/a,55.6,1,0.291,0.05,5.875,2,1.447,0.1,14.917,1.5,40.866,4,0.613,0.05,2.943,0.05,0.398,0.012,8.535,2,0.284,0.01,2.634,0.125,51.357,3,143.898,5,"A2H081Q01","A21J"
